receiverx,receivery,receivers,receivera,receiverdis,receivero,receiverdir,distance_to_nearest_def,defenderx,defendery,defenders,defendera,defenderdis,defendero,defenderdir,defenders_in_path,pass_length,yards_to_go,yardline_num,yards_gained
24.2,51.98,4.31,1.01,0.44,69.4,324.17,6.3419870703116334,28.88,47.7,6.43,0.47,0.64,280.76,300.48,0,18.0,3,33,2
21.03,38.14,7.19,1.33,0.73,73.58,3.72,1.5875137794677585,19.52,37.65,7.79,1.1,0.78,225.71,20.05,0,2.0,10,13,0
70.14,45.6,6.98,1.41,0.7,239.67,359.4,6.867321166219043,76.54,43.11,6.53,4.75,0.65,342.19,6.3,0,3.0,10,43,3
75.04,40.64,4.61,4.41,0.44,127.96,342.38,1.582561215245715,76.06,39.43,3.48,1.5,0.34,286.36,339.76,0,2.0,4,37,-2
54.58,43.58,4.64,1.24,0.47,148.57,342.99,7.670026075574973,54.6,35.91,3.81,1.51,0.39,14.91,334.64,2,0.0,10,44,6
41.03,46.9,3.9,3.65,0.38,95.19,327.72,1.9643064933965886,42.99,46.77,5.33,4.8,0.51,271.79,297.82,0,10.0,10,20,-1
58.38,30.4,6.26,1.26,0.62,5.16,14.18,2.4063457773146393,58.85,28.04,8.04,2.01,0.81,355.36,8.05,7,20.0,1,29,6
70.15,35.27,5.23,2.93,0.52,225.59,151.11,3.870142116253613,74.01,35.55,3.3,4.12,0.32,213.6,195.65,5,7.0,10,45,3
91.18,14.41,7.14,2.12,0.72,284.46,203.84,5.5751681588988875,85.9,16.2,7.82,0.53,0.78,123.38,155.25,2,-6.0,10,25,5
17.78,5.43,7.44,1.43,0.75,119.99,188.2,2.5753058070838892,16.17,7.44,7.23,0.67,0.72,149.02,180.01,0,6.0,9,14,3
70.85,35.57,0.69,3.07,0.07,195.82,353.94,3.9510251834175785,66.9,35.48,7.59,0.16,0.76,85.87,87.42,1,-2.0,10,41,0
22.53,30.57,5.36,3.36,0.54,176.31,161.89,2.3584740829612687,20.35,31.47,4.01,1.78,0.41,178.36,12.53,5,0.0,15,13,10
43.28,34.11,7.06,1.5,0.71,197.77,156.59,5.759253423838892,47.21,38.32,7.08,3.39,0.7,175.97,149.19,5,11.0,5,23,7
47.27,9.58,6.75,0.69,0.67,248.2,184.97,7.906212746947807,53.56,14.37,4.62,2.16,0.45,221.5,187.83,1,3.0,17,34,8
79.71,49.89,5.12,3.49,0.52,222.67,120.04,4.271264449785327,76.17,47.5,6.49,2.43,0.66,91.41,83.59,5,15.0,10,45,3
85.16,19.54,5.67,3.33,0.55,341.69,18.18,6.594603854667836,79.18,22.32,1.27,1.55,0.13,40.89,227.55,9,0.0,8,25,4
26.27,13.39,6.67,0.21,0.67,18.81,330.27,1.3069812546475195,25.58,12.28,6.29,3.35,0.61,348.15,349.5,9,6.0,4,21,10
73.34,38.77,1.9,1.84,0.18,141.89,147.83,2.596247291765563,71.16,40.18,3.68,4.62,0.34,139.29,126.97,8,8.0,10,29,3
69.16,14.98,7.19,1.97,0.72,343.89,326.27,2.6015572259706317,67.71,12.82,7.09,3.42,0.7,336.5,322.38,7,9.0,10,34,3
41.11,9.95,6.61,0.88,0.66,114.26,197.21,7.612883816268313,36.45,15.97,2.86,4.67,0.3,122.62,302.13,0,3.0,2,33,24
40.38,14.99,1.21,4.58,0.1,305.73,303.29,1.326197572008031,41.6,14.47,5.5,0.76,0.55,291.17,299.01,8,4.0,9,26,0
59.16,42.69,8.63,0.96,0.87,334.04,28.8,2.988812473207377,61.39,40.7,8.38,0.29,0.84,353.47,3.84,0,20.0,5,30,8
85.77,23.68,1.52,4.94,0.16,319.27,124.49,3.926537915263267,87.53,20.17,2.76,5.51,0.25,329.08,355.07,4,5.0,10,29,8
96.14,24.63,2.02,2.94,0.21,300.91,61.2,2.046191584383048,98.09,24.01,4.05,2.24,0.4,298.23,299.52,5,2.0,10,16,0
81.8,24.22,6.12,1.65,0.61,354.46,333.37,3.7453170760297514,84.65,26.65,0.34,0.19,0.03,120.4,237.28,7,0.0,4,28,8
31.31,48.58,8.21,1.97,0.83,286.1,281.48,0.7638062581571312,31.84,48.03,8.38,2.92,0.84,319.18,283.47,0,36.0,4,42,18
93.51,11.97,3.47,2.89,0.36,48.06,12.49,4.899306073312835,88.67,12.73,1.15,2.8,0.13,83.01,159.86,9,-1.0,11,17,6
79.2,47.88,5.44,2.89,0.56,31.47,357.43,3.703039292257108,75.5,47.73,6.21,4.04,0.62,57.45,28.06,0,9.0,6,22,1
67.6,45.69,8.46,1.45,0.85,29.15,341.18,2.391401262858245,68.78,43.61,8.75,1.3,0.88,330.42,336.6,0,3.0,2,40,4
35.73,9.17,5.19,1.31,0.52,254.31,174.51,3.8029067829753638,39.03,11.06,7.69,2.67,0.76,216.58,204.24,0,1.0,10,25,1
63.62,41.82,6.21,2.19,0.61,334.55,15.14,1.3225732493892373,63.16,40.58,6.48,2.04,0.64,9.5,6.86,1,5.0,3,48,8
67.6,37.44,1.81,3.04,0.18,190.32,22.0,4.871180555060546,66.32,32.74,2.97,2.67,0.31,340.36,342.01,3,-3.0,10,39,19
108.46,42.01,4.46,0.72,0.45,216.89,164.65,1.326386067478105,109.54,42.78,4.58,3.12,0.44,212.3,188.68,10,2.0,4,4,2
54.44,42.73,3.89,2.77,0.39,175.24,171.49,2.3187065359807804,52.52,44.03,5.9,3.11,0.57,156.33,149.27,10,-2.0,4,43,2
36.53,38.7,3.59,0.69,0.36,107.05,351.78,7.14081928072683,41.06,33.18,3.23,1.85,0.33,102.23,133.61,2,-3.0,10,23,25
56.08,11.15,6.99,1.74,0.71,235.7,166.91,6.939459633141476,62.53,13.71,7.35,3.78,0.74,200.61,168.46,1,17.0,6,29,12
82.85,33.72,8.6,1.54,0.86,348.32,12.97,1.8594622878671143,83.45,31.96,8.48,0.97,0.85,355.77,16.1,2,11.0,10,37,0
41.86,10.21,4.03,3.01,0.4,312.57,211.74,5.461226968365259,38.87,14.78,4.77,0.84,0.49,120.15,182.76,1,-7.0,10,26,32
44.38,20.14,7.12,2.05,0.72,235.58,185.53,5.028021479667724,43.21,25.03,8.14,0.76,0.81,173.17,165.16,5,9.0,10,25,3
67.54,5.51,5.66,1.43,0.57,101.84,171.25,6.314847583275467,64.76,11.18,5.27,2.03,0.54,171.71,193.37,0,4.0,10,38,3
23.37,31.44,2.95,3.0,0.3,172.63,2.13,5.0819287677022755,27.65,34.18,3.91,3.64,0.41,205.52,342.07,4,-6.0,8,19,4
82.29,48.72,3.31,1.27,0.34,189.05,316.28,6.2395512659164885,76.83,45.7,7.47,1.61,0.75,49.92,42.16,3,0.0,10,28,5
71.59,36.38,8.79,0.81,0.88,31.53,356.34,1.9584943196241396,70.05,35.17,8.61,1.43,0.86,19.2,0.83,1,5.0,4,34,8
59.42,48.68,6.72,2.55,0.68,8.55,356.16,0.6338769596696218,59.49,48.05,7.91,0.72,0.8,8.72,10.84,1,4.0,10,47,1
55.66,45.34,7.28,0.41,0.73,20.28,339.47,2.6730132809247342,54.35,43.01,8.69,0.51,0.87,357.42,354.82,0,3.0,5,48,4
32.16,34.87,7.05,4.15,0.72,42.73,13.01,2.304126732625616,31.07,36.9,3.36,3.26,0.32,106.44,84.56,2,3.0,5,25,0
9.49,51.31,7.07,2.98,0.72,234.54,285.77,0.9000555538409895,9.5,50.41,7.74,1.61,0.78,273.71,285.98,0,22.0,2,22,0
85.22,30.0,4.73,0.25,0.47,97.3,1.94,2.7244265451650636,87.93,29.72,2.58,4.01,0.26,306.63,340.93,2,-4.0,6,29,7
36.55,2.51,3.57,1.36,0.36,301.15,194.61,3.484322028745339,39.81,3.74,5.92,2.51,0.58,246.74,227.0,0,4.0,10,22,0
71.74,20.94,6.33,2.86,0.63,12.96,330.28,4.334166586553864,67.83,19.07,6.34,6.07,0.63,8.35,346.0,3,13.0,10,26,4
47.43,32.18,6.05,1.64,0.6,172.32,196.1,1.2539936203984439,46.28,32.68,5.85,2.45,0.58,154.08,165.83,7,6.0,7,43,2
39.96,24.73,3.24,3.45,0.34,29.71,280.12,6.392808459511363,33.62,25.55,1.78,5.09,0.16,88.53,121.2,7,3.0,7,32,2
31.25,42.64,4.81,1.56,0.48,110.68,18.24,6.466134857857514,37.6,41.42,4.3,2.66,0.42,284.0,333.78,2,-3.0,10,25,5
85.46,31.74,3.56,0.99,0.36,200.59,5.08,5.079468476130152,85.77,26.67,1.89,4.3,0.2,328.06,93.38,1,-6.0,10,30,17
55.3,15.53,0.47,2.64,0.05,61.72,124.37,6.111996400522503,58.56,20.7,5.3,2.2,0.52,178.42,203.94,6,13.0,10,41,7
103.32,17.5,5.62,3.42,0.56,345.54,51.28,2.3598305023878385,105.34,16.28,3.28,5.67,0.3,341.44,24.36,7,7.0,11,11,2
96.4,38.16,7.17,0.87,0.72,33.76,327.13,4.473712105176193,98.9,41.87,7.29,3.68,0.73,253.83,295.96,1,10.0,10,4,7
84.74,46.13,6.13,1.52,0.62,123.48,1.94,10.238754807104227,81.29,36.49,5.03,4.78,0.49,354.7,330.61,0,4.0,10,21,1
76.39,45.21,6.11,1.63,0.62,122.43,2.44,2.087534430853784,74.32,44.94,6.8,2.42,0.67,43.56,34.09,0,4.0,2,29,1
61.53,36.85,2.38,1.74,0.23,92.03,70.12,1.612265486822817,60.16,37.7,4.53,4.44,0.43,118.19,96.46,6,12.0,10,34,2
63.66,16.5,2.21,1.93,0.22,12.01,220.97,7.851751396981442,64.56,24.3,2.45,6.6,0.24,133.86,122.29,3,-1.0,10,48,12
41.51,20.16,7.82,0.93,0.79,245.68,171.92,4.765228221187313,40.16,24.73,7.61,0.58,0.76,174.37,167.49,1,6.0,10,25,22
85.76,4.87,3.36,2.98,0.33,289.27,216.09,6.617325743833374,92.33,5.66,6.16,2.09,0.61,244.14,247.02,0,1.0,10,25,2
14.1,39.83,6.29,2.44,0.64,135.5,288.84,4.746050990033713,17.65,36.68,5.56,1.86,0.55,16.6,337.42,2,15.0,10,16,1
36.39,30.17,3.75,3.0,0.39,212.15,100.38,4.638156961552725,32.21,28.16,1.45,1.76,0.14,319.46,75.99,7,3.0,10,25,2
46.18,37.87,2.68,3.72,0.28,216.78,30.68,2.436000821017927,47.64,39.82,1.96,4.38,0.18,216.64,234.47,3,4.0,2,33,1
50.62,48.83,6.73,1.82,0.68,276.35,7.68,2.0181427105138026,52.22,47.6,8.49,0.23,0.85,325.79,336.03,0,2.0,10,38,1
70.11,34.85,6.66,2.66,0.67,215.76,133.4,5.26380090808914,64.85,35.05,2.84,6.06,0.27,184.71,93.71,4,17.0,2,46,3
79.25,43.81,1.02,2.76,0.09,209.65,335.41,3.2483380365965644,80.34,40.75,5.24,1.51,0.52,347.72,337.37,0,3.0,10,34,1
87.16,33.63,5.41,3.06,0.54,143.26,212.5,1.1346365056704233,86.51,34.56,5.82,2.41,0.57,178.4,187.56,5,5.0,5,19,1
67.35,16.2,5.67,3.95,0.57,26.47,356.31,1.0140019723846683,66.74,15.39,6.66,3.9,0.66,22.97,355.2,9,17.0,10,25,1
70.93,24.56,6.66,2.51,0.68,249.58,93.15,2.3693247983339183,68.57,24.35,9.46,1.95,0.96,82.48,91.09,0,39.0,10,25,3
79.37,21.25,6.98,2.45,0.71,230.75,186.43,10.332027874526855,89.39,18.73,4.54,2.12,0.46,210.23,144.8,4,2.0,10,33,6
48.84,20.66,4.28,1.13,0.43,236.1,162.46,4.610694090915164,47.75,25.14,2.87,3.48,0.3,178.06,216.86,3,-3.0,10,42,8
64.44,37.47,3.22,3.0,0.31,297.03,2.94,0.9398404119849235,64.11,36.59,3.74,3.36,0.37,358.84,342.46,1,8.0,5,47,3
102.83,40.1,6.39,1.85,0.65,185.62,84.5,7.203068790453138,99.32,46.39,4.87,2.46,0.49,197.16,72.15,1,18.0,5,22,4
89.23,39.54,4.99,1.94,0.5,206.34,304.95,7.711459005920995,89.38,31.83,2.75,2.03,0.28,14.17,328.78,6,-3.0,10,25,7
12.77,43.59,6.46,2.16,0.65,263.01,12.52,5.262432897434419,18.03,43.75,4.07,1.62,0.41,235.24,341.57,2,0.0,8,3,4
28.77,13.48,4.93,3.11,0.5,314.71,25.15,1.3314653581674603,29.89,12.76,5.89,4.87,0.58,349.63,15.23,9,6.0,9,13,1
57.69,34.2,5.76,2.65,0.57,219.42,147.11,4.048468846366489,61.43,35.75,4.39,4.42,0.42,217.81,178.48,8,3.0,9,47,3
67.09,45.29,6.9,3.28,0.69,293.01,355.35,1.1834272263219154,68.27,45.2,7.51,1.53,0.75,333.48,324.66,0,4.0,3,47,0
68.73,44.3,6.21,1.57,0.62,292.56,5.11,7.627856841865867,75.94,46.79,4.92,4.94,0.47,262.73,319.2,1,2.0,10,43,5
39.18,50.05,4.45,0.59,0.44,297.91,355.02,5.445456821975541,34.59,47.12,4.9,0.65,0.49,314.0,7.22,0,13.0,10,15,1
52.93,41.39,0.91,1.37,0.08,245.28,230.25,5.3314632137903795,56.35,37.3,4.94,1.89,0.49,309.13,318.68,9,13.0,10,29,3
60.19,40.95,2.78,2.68,0.27,256.48,8.15,2.597537295208677,59.75,38.39,4.24,2.29,0.41,313.87,4.5,1,5.0,10,45,8
84.77,17.1,2.49,3.48,0.26,311.26,38.17,4.826447969262694,80.22,15.49,5.29,1.86,0.53,68.69,87.07,5,18.0,10,42,5
102.6,43.37,2.07,3.6,0.21,232.6,184.57,4.326857982416351,106.76,44.56,2.97,3.64,0.29,215.37,198.2,10,6.0,4,13,3
104.08,11.68,4.98,0.45,0.52,36.34,53.67,1.9077997798511253,105.97,11.42,3.3,3.29,0.32,300.65,12.26,9,5.0,9,9,2
42.79,16.69,5.54,3.4,0.56,300.46,47.57,1.9550959055759907,44.47,15.69,5.44,4.44,0.54,351.3,20.22,4,13.0,10,20,3
101.1,8.03,3.89,5.12,0.41,265.28,164.89,4.069606860619347,105.14,8.52,5.22,3.55,0.51,233.94,195.0,1,7.0,10,15,8
33.24,50.4,4.32,2.43,0.43,281.2,329.99,1.890026454841308,34.85,49.41,6.21,2.68,0.61,299.73,314.44,0,11.0,8,11,1
36.42,19.1,1.19,3.36,0.13,312.26,93.76,8.661420206871385,45.01,20.21,1.73,5.57,0.16,259.12,208.88,0,4.0,10,23,8
48.04,39.07,5.71,0.98,0.57,91.41,26.45,9.907678840172403,47.65,29.17,3.93,1.03,0.41,281.17,346.08,2,-3.0,3,42,5
47.53,5.38,5.89,1.48,0.59,327.53,162.56,9.963633875248524,56.91,8.74,4.56,4.36,0.44,218.82,186.38,0,4.0,10,35,3
59.15,29.52,2.54,2.21,0.24,268.12,336.87,3.9118921253020256,61.17,26.17,2.33,3.08,0.24,263.53,113.13,3,8.0,10,41,4
65.78,20.16,6.46,1.67,0.64,353.89,38.18,1.8528356645962925,67.07,18.83,5.53,2.89,0.54,15.5,24.5,4,6.0,13,50,9
79.59,16.22,5.91,1.92,0.59,235.95,180.44,1.393018305694511,79.78,17.6,6.97,2.39,0.69,201.4,187.31,2,8.0,12,37,5
82.27,15.71,1.51,2.71,0.16,352.75,187.13,7.195554182966034,83.31,22.83,3.15,2.46,0.33,2.75,19.55,2,-4.0,10,32,12
66.42,5.34,3.27,2.3,0.33,58.29,189.74,4.810259868239971,61.61,5.29,3.11,5.52,0.29,64.41,153.72,1,9.0,7,35,0
55.29,48.47,6.76,3.25,0.68,68.5,23.47,1.2761269529321908,54.51,47.46,8.87,1.95,0.89,37.58,21.99,1,8.0,10,44,1
9.66,15.95,3.1,1.45,0.32,7.12,180.13,5.6838367323490235,8.48,21.51,4.72,1.29,0.47,328.54,304.12,2,-5.0,10,6,6
13.93,36.75,1.39,2.22,0.13,169.97,70.34,8.562908384421732,13.46,28.2,1.52,5.0,0.16,312.42,305.15,7,-2.0,9,7,22
45.18,5.8,6.15,2.09,0.62,289.99,194.53,1.1038568747804234,46.1,6.41,6.96,1.59,0.69,204.69,212.98,0,9.0,10,25,0
61.22,27.68,3.74,2.76,0.38,350.36,51.09,4.182080821791953,65.15,29.11,3.7,4.03,0.35,252.3,241.14,6,4.0,7,49,4
85.09,48.23,6.94,2.32,0.71,281.46,3.96,5.620720594372216,83.43,42.86,6.73,3.97,0.67,5.84,358.95,0,9.0,10,33,2
78.59,5.49,5.22,2.13,0.53,28.88,203.07,6.16974067526343,72.75,7.48,5.69,2.59,0.56,124.84,154.06,0,3.0,10,28,5
70.45,5.43,3.42,4.95,0.34,41.32,165.43,1.20149906367005,69.25,5.49,5.54,4.57,0.56,121.25,162.23,0,4.0,2,36,1
34.26,5.3,3.8,4.25,0.39,34.2,145.4,4.976635409591502,29.64,7.15,4.56,4.09,0.46,126.48,157.36,1,20.0,10,45,3
50.07,43.64,4.15,3.65,0.43,130.61,24.8,4.2152342758143355,54.28,43.85,5.37,4.45,0.53,278.86,311.04,2,-3.0,10,44,0
54.49,38.54,0.65,2.66,0.06,199.18,142.45,3.634969050762331,57.1,41.07,4.0,3.5,0.38,49.19,241.31,7,4.0,13,41,3
49.52,16.42,0.96,3.25,0.08,29.17,57.88,5.289177629840007,54.79,16.87,1.36,0.95,0.13,253.22,255.41,11,-3.0,11,43,20
53.03,15.16,3.51,2.79,0.36,20.87,194.95,9.09703248317824,44.65,18.7,3.74,3.83,0.36,116.88,182.57,2,6.0,19,49,3
19.59,35.11,1.95,4.11,0.18,224.18,264.11,2.86530975637888,22.09,33.71,2.66,3.64,0.26,286.94,315.48,4,4.0,10,6,1
18.27,17.22,7.07,2.28,0.71,258.79,183.85,5.320244355290462,23.46,18.39,8.96,2.14,0.9,258.27,209.75,0,-3.0,5,11,7
33.22,34.76,4.64,3.44,0.47,245.72,71.76,6.674316444400879,35.86,28.63,5.38,4.76,0.52,340.57,26.77,4,4.0,7,20,7
51.16,26.13,5.75,1.49,0.58,258.95,147.08,3.2473527680250567,48.79,28.35,6.34,2.34,0.63,161.07,143.31,3,12.0,10,31,2
61.29,0.84,2.09,1.57,0.22,267.49,178.39,3.1146428366668335,63.88,2.57,4.3,5.4,0.43,252.25,202.42,0,7.0,11,44,0
57.28,51.74,7.14,0.57,0.73,181.19,300.83,0.5108815909777972,57.31,51.23,7.55,3.8,0.77,11.67,301.18,0,26.0,7,29,1
52.59,48.76,5.31,1.94,0.54,59.79,358.44,3.410234596035882,49.6,47.12,6.1,2.96,0.61,44.83,12.43,0,1.0,10,44,1
27.04,16.19,4.21,3.16,0.43,324.87,45.42,5.108003523882885,24.55,20.65,4.4,2.44,0.43,165.22,151.71,8,9.0,9,9,5
44.74,50.0,4.72,2.12,0.48,273.85,299.18,0.7057619995437517,45.44,50.09,5.9,4.96,0.59,279.05,288.35,3,8.0,7,26,0
58.29,45.75,4.4,1.57,0.44,297.42,71.14,0.57706152185014,58.2,46.32,2.41,3.34,0.26,167.87,51.48,2,21.0,15,29,5
67.77,27.08,3.81,3.73,0.37,237.19,277.78,0.5412947441089754,68.3,26.97,6.43,3.22,0.65,265.0,259.32,5,12.0,19,46,0
78.56,24.18,6.99,1.12,0.71,0.34,36.26,1.5014659503298802,77.44,23.18,6.55,0.8,0.65,20.78,26.34,3,12.0,7,42,30
77.05,30.83,4.19,2.6,0.41,33.9,21.83,2.846137733842118,74.79,29.1,3.27,4.29,0.31,58.84,21.46,4,7.0,10,26,0
76.19,41.14,4.56,2.46,0.47,178.95,0.06,2.360338958709108,73.83,41.18,6.55,4.51,0.66,73.2,32.01,0,-1.0,1,35,0
26.96,23.81,7.19,1.66,0.73,197.37,181.42,7.30181484290036,20.02,26.08,2.73,3.03,0.26,58.22,109.65,3,4.0,4,14,5
40.92,44.63,6.33,2.23,0.63,105.09,28.11,6.270725635841518,45.16,40.01,6.34,1.31,0.63,356.89,347.38,1,-3.0,10,35,8
62.94,19.95,3.75,3.88,0.36,295.01,356.05,0.9924716620639595,63.91,20.16,5.95,1.6,0.58,282.74,315.13,10,12.0,5,40,0
64.58,14.97,0.8,1.24,0.08,347.94,150.35,3.365144870581362,67.79,13.96,4.91,3.13,0.48,259.52,181.92,3,3.0,10,48,3
79.21,4.32,6.29,1.36,0.63,323.35,169.6,2.7006850982667348,79.45,7.01,8.47,1.99,0.84,11.18,179.42,0,7.0,10,37,0
86.75,13.96,3.33,3.68,0.34,18.16,135.48,3.970453374616053,89.89,16.39,6.73,1.63,0.68,43.05,182.99,3,1.0,10,23,14
102.31,9.83,5.49,3.05,0.57,358.92,169.67,4.389589958071256,106.34,8.09,4.8,3.52,0.47,243.05,228.2,1,1.0,8,8,1
106.82,5.54,6.95,2.04,0.7,320.32,153.69,7.058965929936199,108.75,12.33,5.76,2.12,0.57,203.2,171.86,0,3.0,6,6,3
91.04,12.44,2.57,1.57,0.26,5.65,8.63,6.049661147535466,85.24,14.16,3.41,3.5,0.35,142.2,209.97,10,0.0,10,19,18
59.79,42.63,4.12,3.72,0.42,137.39,356.97,4.3583597832212035,55.96,44.71,6.37,2.61,0.63,114.98,89.03,1,2.0,10,48,14
42.31,23.4,2.58,2.56,0.26,71.04,251.22,2.858810941632902,39.59,24.28,5.28,3.02,0.53,97.2,152.52,5,0.0,6,32,1
24.23,4.4,5.2,3.04,0.53,72.08,164.01,5.107142057941994,27.38,8.42,6.09,2.97,0.6,215.27,176.91,0,5.0,10,10,3
70.62,31.5,1.94,2.52,0.19,200.31,334.45,5.332588489654901,72.88,26.67,4.05,4.17,0.43,194.42,176.75,3,-4.0,10,43,11
69.0,34.65,5.66,1.11,0.56,207.25,145.67,3.289072817679781,71.04,37.23,3.96,4.79,0.37,215.85,153.93,7,4.0,3,43,3
79.82,50.51,5.89,2.1,0.59,272.54,13.67,6.200193545366145,80.32,44.33,6.49,0.78,0.65,353.79,3.81,1,8.0,11,37,0
98.23,31.63,5.58,1.62,0.57,141.23,333.19,4.962358310319802,94.98,27.88,5.49,1.38,0.54,39.59,6.61,4,8.0,10,5,3
59.23,1.52,8.61,2.85,0.88,278.99,270.81,2.11101871142821,61.13,2.44,8.77,0.75,0.88,251.77,270.61,0,36.0,10,16,5
48.95,24.33,6.28,1.25,0.63,156.1,197.24,5.517544743814951,45.28,20.21,5.26,1.52,0.52,74.79,68.32,5,5.0,10,43,0
59.21,29.45,4.48,4.26,0.47,226.79,158.39,3.8302088715891216,61.12,32.77,5.88,1.87,0.58,210.73,175.69,7,12.0,10,37,0
61.13,40.61,7.29,0.74,0.73,320.09,10.41,2.600076921939043,61.15,38.01,8.3,0.89,0.82,356.56,13.47,1,2.0,9,50,13
34.61,14.9,8.15,0.96,0.81,195.07,175.96,8.826012689771073,31.78,23.26,6.07,2.27,0.62,141.72,165.02,1,-4.0,10,28,8
45.89,35.99,2.28,3.89,0.22,284.13,350.06,2.7779488836189943,46.1,33.22,5.72,1.24,0.57,339.79,345.24,2,3.0,6,32,1
52.32,39.62,5.17,1.99,0.52,270.33,355.45,1.9467151820438449,53.76,40.93,3.3,5.61,0.31,291.98,275.02,2,2.0,10,40,6
98.1,20.95,0.41,2.02,0.05,69.52,209.47,2.6218504915421854,95.6,20.16,4.0,3.8,0.38,65.0,88.28,4,3.0,12,9,0
72.32,17.25,3.19,1.75,0.32,134.7,211.65,5.912165423937326,77.88,19.26,7.59,0.44,0.75,250.95,226.85,2,21.0,10,17,3
99.08,7.63,5.25,3.16,0.52,323.9,176.73,4.658079003194337,103.57,8.87,6.91,3.02,0.69,237.48,208.7,0,3.0,11,14,5
83.24,51.65,3.02,2.42,0.31,128.02,112.08,9.66875896896804,77.81,43.65,6.22,2.13,0.61,50.63,45.37,6,1.0,10,25,8
33.11,4.27,0.3,5.35,0.05,1.83,241.95,8.386924346862802,40.85,7.5,5.94,3.34,0.6,232.31,217.82,0,7.0,10,16,4
37.95,45.22,5.42,1.88,0.55,260.36,26.07,2.5340284134160718,40.33,44.35,7.14,1.79,0.71,319.78,329.79,3,1.0,10,27,1
54.46,49.96,5.44,4.0,0.56,299.19,351.95,2.307834482799839,56.36,48.65,7.65,1.3,0.71,295.88,328.23,0,15.0,10,29,0
56.86,39.33,2.61,1.69,0.26,196.85,51.9,11.966035266536696,49.38,29.99,1.05,2.23,0.12,317.01,82.21,5,3.0,10,44,8
64.36,14.41,5.55,0.97,0.56,27.0,164.35,9.20254856004574,73.46,13.04,5.84,1.65,0.59,249.33,190.78,2,-4.0,6,41,12
73.58,9.44,7.21,2.0,0.72,84.6,153.53,5.651990799709426,73.43,15.09,4.13,4.17,0.41,199.1,206.95,1,-3.0,10,33,9
68.86,49.52,5.49,4.03,0.57,346.03,23.39,5.699842103076186,65.65,44.81,7.83,1.74,0.79,16.42,11.84,0,5.0,10,35,0
60.53,31.52,2.54,0.84,0.25,143.73,20.17,3.932429274634194,57.69,28.8,2.28,8.34,0.17,50.16,356.33,4,10.0,5,40,1
36.49,34.6,1.67,2.18,0.17,226.34,2.09,5.264988129141414,40.64,37.84,3.01,3.66,0.28,263.61,241.38,3,1.0,10,25,4
35.22,17.36,7.16,2.08,0.72,80.95,159.36,4.650043010553776,35.2,22.01,4.78,4.42,0.46,216.35,185.62,2,-4.0,5,30,10
38.38,13.46,6.39,2.76,0.64,92.49,195.12,4.240011792436434,34.14,13.47,6.92,2.05,0.68,140.89,150.25,2,2.0,10,30,3
8.34,50.36,7.12,2.33,0.72,224.43,297.84,0.11401754250991354,8.45,50.33,8.22,2.79,0.84,291.33,298.82,0,25.0,5,25,0
57.28,14.88,6.57,1.71,0.66,104.05,148.52,8.300487937464883,64.73,11.22,4.6,1.11,0.46,290.04,212.3,3,-5.0,10,48,8
69.9,36.07,3.31,2.84,0.34,266.87,17.98,5.716161299333671,72.09,41.35,1.71,5.12,0.2,283.78,11.69,2,5.0,7,45,8
88.15,18.56,3.93,2.06,0.4,289.08,134.72,2.702480342204176,90.12,20.41,5.89,1.3,0.6,225.57,201.84,2,6.0,5,27,-4
101.18,33.19,3.51,1.4,0.36,195.04,19.22,3.8592356756228354,98.19,30.75,4.7,0.73,0.48,96.51,5.55,1,-6.0,15,15,6
97.54,21.8,4.9,1.16,0.49,127.42,179.92,8.626389743108055,104.49,26.91,1.96,3.03,0.2,246.38,83.44,4,-3.0,15,15,12
62.63,32.18,5.16,0.92,0.52,290.79,357.96,5.4582506355058475,63.76,26.84,1.84,2.71,0.18,33.93,43.7,2,-3.0,10,44,18
113.65,33.57,6.4,2.38,0.66,286.75,29.67,2.157962001519026,111.87,32.35,8.08,3.48,0.81,44.76,27.52,0,17.0,10,17,0
31.04,14.37,1.71,1.16,0.17,289.96,46.16,3.3474169145775665,29.88,11.23,6.08,3.98,0.59,42.45,33.01,5,10.0,10,12,5
103.98,35.18,8.63,2.3,0.88,357.2,76.35,5.649867255077768,98.37,34.51,7.51,1.97,0.76,77.32,77.22,0,51.0,10,45,4
87.76,20.45,5.22,3.66,0.54,84.31,350.1,2.380462140005602,85.71,19.24,6.5,2.99,0.65,77.38,8.6,5,13.0,10,9,4
83.65,5.15,5.73,1.89,0.58,313.33,217.72,8.564607404896039,76.03,9.06,6.12,0.56,0.61,121.62,157.01,2,1.0,10,26,7
61.96,22.46,5.39,2.63,0.55,134.14,189.07,1.740402252354321,60.77,23.73,7.53,2.41,0.76,141.58,173.23,4,12.0,10,36,0
49.78,50.79,8.19,2.44,0.86,51.96,358.27,2.967187220247484,50.79,48.0,7.75,1.96,0.79,354.54,352.2,0,12.0,10,48,0
84.56,24.49,8.07,0.76,0.81,316.05,12.14,1.2145781160551181,84.92,23.33,8.15,1.44,0.81,303.97,354.88,3,15.0,10,40,0
87.53,29.88,4.79,1.78,0.45,252.95,163.9,1.4512063946937368,88.97,30.06,5.87,0.83,0.58,252.3,200.36,4,3.0,10,25,0
91.43,26.55,1.92,1.54,0.19,240.44,166.2,2.520039682227241,93.78,27.46,5.05,3.27,0.49,262.88,241.63,6,3.0,7,22,3
