receiverx,receivery,receivers,receivera,receiverdis,receivero,receiverdir,distance_to_nearest_def,defenders_in_path,pass_length,yards_to_go,yardline_num,yards_gained
78.59,5.49,5.22,2.13,0.53,28.88,203.07,6.16974067526343,0,3.0,10,28,5
70.45,5.43,3.42,4.95,0.34,41.32,165.43,1.20149906367005,0,4.0,2,36,1
34.26,5.3,3.8,4.25,0.39,34.2,145.4,4.976635409591502,1,20.0,10,45,3
50.07,43.64,4.15,3.65,0.43,130.61,24.8,4.2152342758143355,2,-3.0,10,44,0
54.49,38.54,0.65,2.66,0.06,199.18,142.45,3.634969050762331,7,4.0,13,41,3
49.52,16.42,0.96,3.25,0.08,29.17,57.88,5.289177629840007,11,-3.0,11,43,20
53.03,15.16,3.51,2.79,0.36,20.87,194.95,9.09703248317824,2,6.0,19,49,3
19.59,35.11,1.95,4.11,0.18,224.18,264.11,2.86530975637888,4,4.0,10,6,1
18.27,17.22,7.07,2.28,0.71,258.79,183.85,5.320244355290462,0,-3.0,5,11,7
33.22,34.76,4.64,3.44,0.47,245.72,71.76,6.674316444400879,4,4.0,7,20,7
51.16,26.13,5.75,1.49,0.58,258.95,147.08,3.2473527680250567,3,12.0,10,31,2
61.29,0.84,2.09,1.57,0.22,267.49,178.39,3.1146428366668335,0,7.0,11,44,0
57.28,51.74,7.14,0.57,0.73,181.19,300.83,0.5108815909777972,0,26.0,7,29,1
52.59,48.76,5.31,1.94,0.54,59.79,358.44,3.410234596035882,0,1.0,10,44,1
27.04,16.19,4.21,3.16,0.43,324.87,45.42,5.108003523882885,8,9.0,9,9,5
44.74,50.0,4.72,2.12,0.48,273.85,299.18,0.7057619995437517,3,8.0,7,26,0
58.29,45.75,4.4,1.57,0.44,297.42,71.14,0.57706152185014,2,21.0,15,29,5
67.77,27.08,3.81,3.73,0.37,237.19,277.78,0.5412947441089754,5,12.0,19,46,0
78.56,24.18,6.99,1.12,0.71,0.34,36.26,1.5014659503298802,3,12.0,7,42,30
77.05,30.83,4.19,2.6,0.41,33.9,21.83,2.846137733842118,4,7.0,10,26,0
76.19,41.14,4.56,2.46,0.47,178.95,0.06,2.360338958709108,0,-1.0,1,35,0
26.96,23.81,7.19,1.66,0.73,197.37,181.42,7.30181484290036,3,4.0,4,14,5
40.92,44.63,6.33,2.23,0.63,105.09,28.11,6.270725635841518,1,-3.0,10,35,8
62.94,19.95,3.75,3.88,0.36,295.01,356.05,0.9924716620639595,10,12.0,5,40,0
64.58,14.97,0.8,1.24,0.08,347.94,150.35,3.365144870581362,3,3.0,10,48,3
79.21,4.32,6.29,1.36,0.63,323.35,169.6,2.7006850982667348,0,7.0,10,37,0
86.75,13.96,3.33,3.68,0.34,18.16,135.48,3.970453374616053,3,1.0,10,23,14
102.31,9.83,5.49,3.05,0.57,358.92,169.67,4.389589958071256,1,1.0,8,8,1
106.82,5.54,6.95,2.04,0.7,320.32,153.69,7.058965929936199,0,3.0,6,6,3
91.04,12.44,2.57,1.57,0.26,5.65,8.63,6.049661147535466,10,0.0,10,19,18
59.79,42.63,4.12,3.72,0.42,137.39,356.97,4.3583597832212035,1,2.0,10,48,14
42.31,23.4,2.58,2.56,0.26,71.04,251.22,2.858810941632902,5,0.0,6,32,1
24.23,4.4,5.2,3.04,0.53,72.08,164.01,5.107142057941994,0,5.0,10,10,3
70.62,31.5,1.94,2.52,0.19,200.31,334.45,5.332588489654901,3,-4.0,10,43,11
69.0,34.65,5.66,1.11,0.56,207.25,145.67,3.289072817679781,7,4.0,3,43,3
79.82,50.51,5.89,2.1,0.59,272.54,13.67,6.200193545366145,1,8.0,11,37,0
98.23,31.63,5.58,1.62,0.57,141.23,333.19,4.962358310319802,4,8.0,10,5,3
59.23,1.52,8.61,2.85,0.88,278.99,270.81,2.11101871142821,0,36.0,10,16,5
48.95,24.33,6.28,1.25,0.63,156.1,197.24,5.517544743814951,5,5.0,10,43,0
59.21,29.45,4.48,4.26,0.47,226.79,158.39,3.8302088715891216,7,12.0,10,37,0
61.13,40.61,7.29,0.74,0.73,320.09,10.41,2.600076921939043,1,2.0,9,50,13
34.61,14.9,8.15,0.96,0.81,195.07,175.96,8.826012689771073,1,-4.0,10,28,8
45.89,35.99,2.28,3.89,0.22,284.13,350.06,2.7779488836189943,2,3.0,6,32,1
52.32,39.62,5.17,1.99,0.52,270.33,355.45,1.9467151820438449,2,2.0,10,40,6
98.1,20.95,0.41,2.02,0.05,69.52,209.47,2.6218504915421854,4,3.0,12,9,0
72.32,17.25,3.19,1.75,0.32,134.7,211.65,5.912165423937326,2,21.0,10,17,3
99.08,7.63,5.25,3.16,0.52,323.9,176.73,4.658079003194337,0,3.0,11,14,5
83.24,51.65,3.02,2.42,0.31,128.02,112.08,9.66875896896804,6,1.0,10,25,8
33.11,4.27,0.3,5.35,0.05,1.83,241.95,8.386924346862802,0,7.0,10,16,4
37.95,45.22,5.42,1.88,0.55,260.36,26.07,2.5340284134160718,3,1.0,10,27,1
54.46,49.96,5.44,4.0,0.56,299.19,351.95,2.307834482799839,0,15.0,10,29,0
56.86,39.33,2.61,1.69,0.26,196.85,51.9,11.966035266536696,5,3.0,10,44,8
64.36,14.41,5.55,0.97,0.56,27.0,164.35,9.20254856004574,2,-4.0,6,41,12
73.58,9.44,7.21,2.0,0.72,84.6,153.53,5.651990799709426,1,-3.0,10,33,9
68.86,49.52,5.49,4.03,0.57,346.03,23.39,5.699842103076186,0,5.0,10,35,0
60.53,31.52,2.54,0.84,0.25,143.73,20.17,3.932429274634194,4,10.0,5,40,1
36.49,34.6,1.67,2.18,0.17,226.34,2.09,5.264988129141414,3,1.0,10,25,4
35.22,17.36,7.16,2.08,0.72,80.95,159.36,4.650043010553776,2,-4.0,5,30,10
38.38,13.46,6.39,2.76,0.64,92.49,195.12,4.240011792436434,2,2.0,10,30,3
8.34,50.36,7.12,2.33,0.72,224.43,297.84,0.11401754250991354,0,25.0,5,25,0
57.28,14.88,6.57,1.71,0.66,104.05,148.52,8.300487937464883,3,-5.0,10,48,8
69.9,36.07,3.31,2.84,0.34,266.87,17.98,5.716161299333671,2,5.0,7,45,8
88.15,18.56,3.93,2.06,0.4,289.08,134.72,2.702480342204176,2,6.0,5,27,-4
101.18,33.19,3.51,1.4,0.36,195.04,19.22,3.8592356756228354,1,-6.0,15,15,6
97.54,21.8,4.9,1.16,0.49,127.42,179.92,8.626389743108055,4,-3.0,15,15,12
62.63,32.18,5.16,0.92,0.52,290.79,357.96,5.4582506355058475,2,-3.0,10,44,18
113.65,33.57,6.4,2.38,0.66,286.75,29.67,2.157962001519026,0,17.0,10,17,0
31.04,14.37,1.71,1.16,0.17,289.96,46.16,3.3474169145775665,5,10.0,10,12,5
103.98,35.18,8.63,2.3,0.88,357.2,76.35,5.649867255077768,0,51.0,10,45,4
87.76,20.45,5.22,3.66,0.54,84.31,350.1,2.380462140005602,5,13.0,10,9,4
83.65,5.15,5.73,1.89,0.58,313.33,217.72,8.564607404896039,2,1.0,10,26,7
61.96,22.46,5.39,2.63,0.55,134.14,189.07,1.740402252354321,4,12.0,10,36,0
49.78,50.79,8.19,2.44,0.86,51.96,358.27,2.967187220247484,0,12.0,10,48,0
84.56,24.49,8.07,0.76,0.81,316.05,12.14,1.2145781160551181,3,15.0,10,40,0
87.53,29.88,4.79,1.78,0.45,252.95,163.9,1.4512063946937368,4,3.0,10,25,0
91.43,26.55,1.92,1.54,0.19,240.44,166.2,2.520039682227241,6,3.0,7,22,3
93.98,34.56,1.94,2.51,0.21,152.64,345.23,3.260981447356003,2,3.0,12,13,1
80.62,47.42,7.84,3.18,0.79,25.96,324.67,1.5845504094221792,0,13.0,8,17,4
58.04,34.83,4.57,4.13,0.45,228.93,145.54,1.3903237033151674,5,17.0,10,32,0
62.21,38.8,0.79,2.41,0.09,226.63,22.06,3.8810436740650083,2,3.0,10,49,3
67.12,9.17,5.54,1.78,0.56,19.33,173.96,6.740712128551397,1,2.0,4,45,6
72.08,43.9,0.19,2.63,0.01,202.53,190.71,4.855182797794535,10,-1.0,10,37,10
88.75,15.19,7.47,2.21,0.76,241.4,174.59,0.7738862965578344,1,7.0,1,28,0
85.61,7.65,2.17,3.35,0.23,344.79,94.69,4.263672126231091,0,9.0,20,31,0
92.17,13.55,4.2,2.96,0.41,272.52,181.2,2.631501472543768,2,4.0,11,22,1
94.23,41.7,5.61,3.82,0.58,284.49,348.29,1.1539497389401254,2,2.0,6,17,1
100.17,51.74,2.13,1.59,0.2,206.54,187.92,1.3081666560496032,10,4.0,3,14,0
102.99,37.5,1.17,3.18,0.13,250.84,123.77,2.975785610557327,7,3.0,10,10,1
104.89,8.71,3.94,2.02,0.41,31.66,193.54,4.2235530066521,1,2.0,14,3,5
67.81,8.94,7.82,0.88,0.78,232.35,154.14,3.431807104136244,1,1.0,10,43,15
87.63,35.84,6.06,4.19,0.62,214.28,178.27,1.066770828247569,10,5.0,10,27,0
95.55,33.65,6.25,0.44,0.62,311.75,15.69,1.6983815825661785,2,3.0,10,17,2
106.66,7.19,7.27,1.64,0.73,238.42,191.5,2.853506614676058,1,18.0,15,22,1
110.43,7.09,4.83,2.66,0.51,284.77,172.39,0.5478138369920892,0,3.0,3,3,0
40.72,34.27,6.68,3.84,0.67,51.6,8.01,0.4459820624195563,3,13.0,10,45,0
27.62,5.61,6.01,3.8,0.62,75.38,186.71,9.698396774725188,0,11.0,5,27,9
4.97,12.85,7.29,1.76,0.74,57.82,265.8,1.473397434502993,1,7.0,7,7,0
30.15,44.84,6.79,2.93,0.68,99.71,22.94,9.663953642272919,2,-5.0,10,25,11
46.14,20.8,2.52,3.65,0.24,239.22,17.01,2.1693316943243155,4,5.0,4,31,0
50.73,23.27,2.72,2.14,0.27,259.41,126.84,1.8645374761586342,3,14.0,19,27,0
45.3,27.19,6.54,1.16,0.65,202.32,169.22,9.053866577324845,4,5.0,20,30,11
96.5,20.92,2.51,1.61,0.25,27.1,220.55,3.499614264458299,3,4.0,7,10,5
40.37,17.24,8.46,1.75,0.85,228.59,169.82,7.491061340023856,0,4.0,3,26,27
78.01,24.06,7.14,1.64,0.72,223.09,157.42,3.590264614203251,4,12.0,10,43,1
55.16,17.73,0.9,1.73,0.1,52.83,294.81,3.160142401854696,5,6.0,5,49,1
99.22,1.22,5.51,1.98,0.56,247.48,172.26,3.2528141662259213,0,22.0,10,33,0
105.49,32.51,7.03,0.89,0.7,301.84,348.1,2.305515126820903,1,2.0,6,7,0
92.53,37.75,6.28,1.37,0.63,71.31,358.37,9.133816288934222,2,0.0,10,17,7
77.27,25.75,1.79,2.65,0.17,142.39,198.51,3.769482723133249,4,2.0,10,31,2
80.31,37.41,7.72,0.93,0.78,49.23,350.81,10.686762840074627,3,7.0,20,23,8
54.45,43.11,7.09,2.4,0.72,44.44,343.57,2.3690715480964277,2,18.0,5,38,-2
59.98,20.42,8.09,1.97,0.82,204.7,151.15,1.845697700058164,3,18.0,2,33,2
66.75,32.57,8.68,1.04,0.87,331.7,19.43,4.367344731069443,3,13.0,18,45,14
91.8,33.1,4.22,3.57,0.43,253.66,119.86,2.7606158733152326,6,5.0,5,23,0
95.54,46.77,7.55,2.1,0.77,136.73,53.71,7.237748268626089,2,9.0,20,23,14
38.38,41.26,4.94,2.18,0.5,108.9,19.9,7.472676896534466,2,-5.0,10,34,9
41.05,21.53,4.46,1.94,0.44,355.26,171.48,4.472605504624792,4,-2.0,11,33,8
53.94,29.93,5.79,1.24,0.58,224.68,166.76,0.8798295289429656,9,5.0,5,39,1
55.22,3.71,6.57,1.34,0.67,247.22,183.37,2.277213209165977,0,6.0,16,39,0
77.6,14.0,7.84,3.08,0.79,153.78,183.51,0.5780138406647318,2,11.0,9,21,0
83.31,21.97,1.73,3.76,0.18,340.93,191.85,5.926153896077962,2,-6.0,9,33,14
45.75,22.55,3.82,1.84,0.38,291.63,35.65,2.314584195919432,6,4.0,6,31,3
45.53,34.69,2.1,4.51,0.22,130.75,35.58,6.755923326977591,4,-2.0,10,38,5
111.94,9.77,6.53,0.72,0.65,303.98,174.11,5.075401461953527,0,1.0,1,1,0
78.36,5.6,3.75,0.21,0.38,334.32,246.32,4.110437932872846,3,8.0,15,25,0
65.15,47.04,6.1,2.14,0.62,164.53,350.67,3.8647638996451064,1,4.0,10,41,2
74.88,28.7,7.8,1.15,0.78,168.33,209.98,1.9474342094150465,4,11.0,15,25,14
46.98,14.18,1.01,1.7,0.1,66.39,42.97,2.84692816909735,9,13.0,10,50,2
44.77,37.73,4.32,3.01,0.42,180.18,142.39,5.063161067949547,10,4.0,5,31,9
50.56,37.13,2.24,0.88,0.23,188.32,4.34,3.1563428204173314,0,-4.0,10,44,27
101.72,4.64,7.21,1.69,0.73,228.24,151.47,1.320075755401936,0,23.0,7,30,3
108.89,5.72,7.16,1.26,0.72,290.24,172.27,2.117474911303555,0,2.0,3,3,1
79.76,10.88,6.94,2.06,0.7,102.54,176.21,3.012125495393577,1,3.0,8,27,0
76.54,16.75,8.56,0.68,0.86,156.32,194.82,1.530032679389568,1,5.0,5,30,2
35.01,35.72,3.88,4.05,0.38,136.64,17.71,8.36794478949282,2,-4.0,10,29,15
44.11,30.49,0.63,1.11,0.07,225.12,145.61,4.299139448773439,8,4.0,20,30,5
55.66,37.95,7.73,1.44,0.78,307.09,4.02,2.066034849657677,1,1.0,5,45,11
51.29,38.16,4.59,2.37,0.47,90.11,13.64,2.203837562072125,2,-1.0,8,41,10
32.09,7.46,4.79,3.74,0.5,105.46,190.98,2.3963305281200284,0,6.0,6,28,0
18.13,30.75,2.01,1.11,0.21,38.36,333.03,2.54568261965234,7,3.0,10,11,1
2.3,34.36,4.57,2.19,0.47,126.47,246.05,1.3868309197591453,1,7.0,6,7,0
79.25,45.87,4.94,3.59,0.51,135.35,347.9,3.5314019878796037,1,4.0,11,27,0
57.53,17.19,1.6,3.85,0.14,56.68,131.34,4.682413907377261,4,-2.0,10,50,8
93.05,38.18,6.83,2.12,0.69,264.9,90.41,6.700067163842466,0,16.0,10,32,7
97.38,17.06,2.95,3.96,0.3,0.9,184.03,1.9204426573058608,1,-3.0,10,16,4
92.94,29.95,3.75,3.28,0.39,128.69,327.13,7.84918467103431,4,0.0,9,17,10
80.9,15.97,3.07,3.52,0.32,349.19,200.63,8.005248278473314,1,2.0,10,27,6
70.68,5.2,8.11,1.74,0.81,319.92,237.92,3.786251444370802,1,4.0,1,36,21
48.53,7.81,7.28,2.75,0.73,233.45,168.94,2.1370072531463244,1,4.0,10,34,5
56.11,12.88,8.25,1.42,0.82,203.76,159.92,4.230520062592777,1,3.0,1,43,15
76.59,25.51,4.39,0.43,0.44,204.4,170.82,0.5333854141237864,4,6.0,10,39,1
84.87,3.85,2.78,0.39,0.28,298.57,190.23,3.0816229490318876,0,7.0,3,32,1
97.58,16.55,4.29,3.34,0.43,290.05,67.75,3.603470549345455,5,13.0,10,24,2
96.4,9.62,7.04,1.25,0.71,244.14,152.8,6.048404748361337,1,0.0,14,14,-5
35.6,21.53,9.83,2.25,0.99,300.31,269.62,1.7707060738586702,0,41.0,10,35,8
21.15,9.94,7.02,0.61,0.71,109.16,188.9,2.9073871431235303,1,5.0,10,16,8
10.1,44.41,8.78,1.31,0.88,36.14,338.4,2.9210443337957,0,3.0,3,3,0
79.21,48.67,7.16,1.88,0.72,66.03,354.57,1.6410971939528756,0,10.0,9,21,1
67.37,6.52,6.47,1.91,0.66,45.2,193.61,1.5804113388608658,0,10.0,9,33,0
37.12,43.49,6.44,0.69,0.65,138.61,353.15,3.220248437620925,0,5.0,13,32,2
37.66,16.09,6.04,0.85,0.61,266.67,201.48,5.544005772002768,0,-4.0,5,30,8
76.49,2.45,3.65,1.36,0.37,290.6,64.15,1.300038460969521,7,11.0,8,43,1
69.82,30.54,6.27,2.44,0.62,215.31,169.6,2.4789110512481094,5,3.0,22,43,14
88.92,36.31,3.94,1.53,0.39,157.73,345.76,4.4684001611315045,1,-4.0,7,25,3
72.58,8.29,5.3,2.21,0.54,120.21,196.35,7.664411262451931,0,13.0,8,24,14
20.9,51.33,9.18,1.27,0.92,214.31,268.88,1.9416487838947618,0,39.0,10,49,10
68.03,17.76,6.2,0.97,0.62,266.81,177.73,1.1094142598686885,1,3.0,7,45,0
97.27,46.01,7.42,1.05,0.74,44.74,341.27,5.256253418548229,1,3.0,10,10,2
87.06,33.82,2.68,2.17,0.26,75.34,40.04,0.8544003745317494,7,7.0,5,15,0
79.41,46.87,3.78,3.1,0.39,100.38,350.42,1.943733520830457,0,8.0,10,22,1
63.57,17.84,6.62,0.93,0.67,155.26,188.77,1.5849605673328275,3,10.0,10,36,4
7.13,2.34,6.8,1.14,0.69,355.94,266.82,0.5220153254455275,0,24.0,8,24,0
43.14,3.09,2.85,0.42,0.29,294.94,240.98,1.6788686666919468,1,7.0,10,25,1
52.41,47.6,7.71,1.82,0.77,348.05,12.18,5.249314240927095,0,3.0,15,40,1
43.6,32.14,4.65,0.81,0.46,156.75,358.78,2.675406511167977,1,-3.0,10,30,6
26.69,11.65,5.96,2.54,0.61,119.17,187.79,3.1987028620989473,2,11.0,7,27,7
6.65,4.74,7.76,1.75,0.79,137.81,202.78,0.6911584478250985,0,9.0,9,9,0
84.8,44.22,5.75,1.99,0.58,232.96,318.56,7.0270121673439565,5,-7.0,10,32,32
42.55,18.24,7.92,1.7,0.8,171.16,206.27,6.12486734550227,3,15.0,13,46,5
17.35,18.04,5.51,2.29,0.55,25.25,355.72,3.189435686763412,8,7.0,10,14,4
14.42,28.71,4.77,2.46,0.46,333.34,316.75,1.6971151993898355,6,-1.0,3,3,4
54.2,39.97,1.63,5.82,0.15,310.44,297.11,4.570557952810576,3,6.0,10,38,3
73.81,18.5,4.43,4.11,0.46,223.15,139.73,5.88430114796991,1,23.0,18,41,1
47.52,13.89,1.83,4.91,0.17,318.03,183.57,4.408718634705553,1,-2.0,10,35,6
59.03,45.2,2.32,3.36,0.22,261.26,10.24,5.272276548133647,0,6.0,10,43,2
61.11,13.64,6.71,0.93,0.69,184.95,169.07,5.807391841437944,0,0.0,2,49,8
88.46,8.28,2.52,4.0,0.25,255.19,168.82,3.371646482061842,1,5.0,10,26,2
93.77,37.47,5.24,0.73,0.53,148.49,164.4,1.376444695583515,9,3.0,3,19,4
103.22,17.64,7.68,0.65,0.77,227.61,168.1,7.977900726381601,0,-2.0,2,4,6
40.94,37.93,6.85,1.57,0.69,89.18,7.56,7.522134005719387,2,-5.0,9,36,11
59.38,3.3,6.05,2.41,0.62,111.44,217.88,2.8808679247754476,0,26.0,4,26,0
43.51,32.37,6.98,1.72,0.71,177.36,146.99,5.456308275748359,5,14.0,10,20,5
53.85,8.92,6.87,2.03,0.7,339.57,210.64,5.9316523836111665,1,-1.0,10,42,6
43.57,10.1,4.03,3.41,0.41,87.73,184.16,2.7799460426418365,1,4.0,5,37,-1
69.64,32.72,1.87,4.81,0.21,254.12,15.09,3.916184367467905,3,14.0,10,46,4
73.59,38.98,1.86,3.41,0.19,138.7,226.29,3.0383219052628436,7,5.0,15,32,0
118.0,45.14,8.03,3.65,0.81,302.71,348.45,0.6166036003787198,0,1.0,1,1,0
60.81,10.63,5.92,1.04,0.59,258.7,137.0,5.247951981487634,1,14.0,6,38,12
98.36,17.12,0.95,0.81,0.09,293.66,230.17,6.09388217805366,7,2.0,10,14,5
109.66,40.47,7.94,2.42,0.83,234.09,15.38,2.069299398347186,0,1.0,2,2,1
79.52,15.72,3.38,1.87,0.34,293.24,184.87,5.642003190357127,3,-5.0,10,36,9
68.37,21.47,4.4,3.25,0.43,134.88,194.94,2.7960865508778494,4,2.0,6,40,6
42.09,48.41,2.67,1.08,0.27,226.82,328.04,7.3022873128903925,3,0.0,10,32,7
90.57,34.1,4.86,0.21,0.49,176.79,138.72,2.7613402542968153,7,5.0,2,24,9
116.76,48.67,6.93,4.57,0.71,269.0,339.75,0.9402127418834498,0,6.0,6,6,0
37.78,38.23,3.87,3.93,0.38,212.1,348.42,5.6801848561468455,2,-6.0,11,21,24
77.2,20.29,0.89,4.11,0.07,242.31,196.05,5.420867089313291,6,8.0,3,41,0
72.62,11.81,5.2,2.23,0.52,52.63,154.07,9.032081709107814,2,-5.0,10,33,27
53.19,45.52,3.2,2.36,0.33,266.67,330.69,2.830070670495706,0,2.0,5,41,0
58.83,21.84,4.11,2.18,0.4,335.96,47.07,1.6164467204334336,5,6.0,3,43,4
43.38,4.12,4.69,4.01,0.48,273.68,199.49,0.34481879299133444,1,1.0,2,33,0
50.44,31.83,5.91,2.05,0.6,277.09,12.35,7.364590959449139,2,3.0,8,38,6
70.25,28.09,7.14,1.5,0.72,312.36,354.73,1.7223530416264796,5,11.0,8,49,14
78.47,44.76,1.77,3.86,0.18,145.56,339.62,6.344801021308703,0,-6.0,10,26,3
84.93,8.54,6.16,1.49,0.63,294.51,184.97,2.352275494069508,0,4.0,13,29,0
80.08,34.7,4.86,3.79,0.48,304.78,325.85,3.7473323845103494,3,4.0,10,25,7
62.1,48.77,5.24,2.08,0.53,71.88,328.76,3.8635346510675994,1,19.0,17,29,2
57.16,39.17,4.92,1.24,0.5,86.76,354.05,3.0292738403782487,1,0.0,7,47,1
40.11,24.74,6.68,1.27,0.67,67.76,356.5,0.8022468448052605,7,15.0,6,46,1
27.52,42.81,6.09,1.51,0.61,177.17,219.34,2.362816116417017,7,9.0,6,26,13
52.97,1.12,1.46,0.96,0.15,260.89,188.59,3.1026601489689463,0,3.0,10,40,0
57.5,15.26,0.76,1.68,0.07,325.24,151.79,2.502838388709906,2,4.0,7,43,1
101.84,47.74,7.04,2.17,0.7,46.31,5.02,2.8217724926010677,0,5.0,10,2,0
63.29,36.01,3.63,4.0,0.38,46.73,333.22,6.3715382758012185,2,19.0,15,28,0
36.73,38.69,9.2,0.85,0.94,357.77,315.06,2.2637358503147023,1,28.0,10,47,14
17.27,43.11,6.54,0.86,0.66,75.52,2.84,3.2910940430197355,1,0.0,7,8,3
38.73,44.61,4.45,1.71,0.45,219.16,353.27,1.8940168953839909,1,5.0,10,25,0
50.46,24.04,6.4,1.62,0.63,347.7,26.08,2.7420430339438506,3,11.0,5,30,4
103.27,30.32,1.66,0.87,0.16,268.45,340.96,3.805180679021691,4,-5.0,7,12,13
94.42,23.74,3.08,1.58,0.31,76.43,218.45,3.4819103951710195,4,6.0,20,10,6
82.07,24.63,6.83,0.91,0.68,172.74,217.57,1.8218671740826766,6,6.0,8,22,5
47.12,8.22,6.78,2.1,0.69,121.83,198.43,1.0119288512538818,0,30.0,10,33,0
43.3,32.36,2.65,2.22,0.27,141.11,229.85,0.9166242414424826,5,6.0,12,39,5
10.59,20.39,6.92,4.01,0.7,78.55,286.3,2.996614756687952,3,23.0,2,23,0
63.63,48.96,5.39,3.46,0.55,341.58,22.83,12.970813390069262,0,17.0,10,36,24
107.12,48.56,7.23,2.1,0.74,160.09,57.45,3.059411708155676,0,16.0,5,18,2
86.23,24.25,4.72,0.61,0.47,151.29,177.24,1.9804039991880436,1,-3.0,10,27,16
64.7,22.64,1.43,4.48,0.16,112.56,321.98,4.294706043491219,5,5.0,10,40,4
51.2,47.87,3.91,1.98,0.4,129.64,14.81,7.860795125176588,0,3.0,10,45,2
48.35,44.76,6.98,1.15,0.7,173.58,310.27,4.482945460297279,2,3.0,5,40,2
40.5,12.6,6.56,2.01,0.66,74.36,185.11,3.5794552658190875,1,4.0,10,35,1
16.4,2.1,5.59,2.14,0.57,71.56,254.49,0.7640026177965614,0,13.0,10,18,5
39.34,21.79,0.72,0.22,0.07,318.2,56.86,7.933826315215121,6,5.0,10,25,5
80.33,30.6,7.75,1.53,0.78,306.76,14.76,2.372445995170389,3,5.0,4,34,4
66.11,11.01,5.91,2.7,0.6,51.39,148.91,10.781651079496125,2,-3.0,25,40,6
81.85,37.53,7.26,0.6,0.73,70.95,354.96,1.6916264363032347,2,5.0,10,23,5
64.59,32.49,5.73,2.13,0.58,89.6,248.72,4.756006728338385,4,14.0,10,33,9
12.23,32.18,5.35,1.51,0.53,271.65,67.83,3.7095147930693035,6,2.0,11,1,8
67.22,16.36,1.92,1.9,0.2,292.65,140.55,2.840862545073243,3,3.0,7,46,3
76.05,37.71,5.88,3.35,0.59,239.26,332.83,8.073567984478734,2,-4.0,10,39,20
45.09,7.48,6.77,1.48,0.68,75.08,170.37,2.4977589955798383,0,3.0,4,39,2
21.93,32.42,8.95,1.19,0.91,353.35,314.04,1.4513442045221399,1,22.0,10,34,9
8.98,46.55,6.91,2.82,0.69,59.66,3.79,1.1205802068571429,0,3.0,3,3,0
33.01,15.11,7.5,2.13,0.76,229.01,173.73,4.702052743217585,0,-2.0,10,25,6
85.49,38.56,4.55,0.55,0.46,98.22,352.25,3.581522022827723,1,4.0,10,21,8
71.87,31.15,6.84,1.95,0.69,55.51,354.81,2.0777150911518185,5,6.0,10,33,1
35.81,8.66,6.37,0.82,0.64,247.06,168.14,3.757778599119429,0,1.0,10,25,2
51.1,4.95,6.14,2.28,0.62,110.81,183.88,3.545645216318181,0,5.0,10,47,6
29.3,36.63,6.99,3.15,0.71,58.07,352.75,10.100346528708805,0,17.0,10,36,19
81.81,13.19,2.29,3.52,0.24,324.97,4.04,3.63694927102373,9,-2.0,10,30,3
29.13,13.57,5.12,2.28,0.51,249.4,179.24,2.7498545416076103,1,1.0,10,18,1
31.59,40.21,4.34,1.51,0.44,218.89,152.59,3.0302640149003492,11,3.0,8,20,4
38.51,5.06,6.44,0.53,0.64,117.77,182.86,2.7800719415151836,0,4.0,10,33,1
52.14,39.89,6.56,0.42,0.65,261.54,333.1,5.033905044793752,2,-3.0,15,38,3
72.99,41.01,4.39,2.02,0.43,285.52,8.5,2.998966488642378,2,4.0,10,42,5
86.82,31.9,4.58,3.01,0.46,62.44,355.81,3.8533232410479035,2,-1.0,10,25,1
65.85,30.16,3.67,0.59,0.36,54.07,346.54,3.0059274775017406,3,3.0,6,41,1
21.64,13.34,7.31,2.35,0.73,88.59,146.88,10.091327960184428,2,-5.0,10,17,14
71.11,46.35,5.01,1.02,0.51,106.73,316.15,9.071675699670923,1,18.0,19,22,5
61.13,46.11,7.0,0.5,0.7,59.57,10.56,2.2214409737825638,0,3.0,10,45,0
42.21,20.36,7.63,1.83,0.76,356.45,33.3,1.5415576538034497,5,16.0,10,16,6
69.79,12.8,6.2,2.31,0.61,116.39,143.82,1.3776792079435671,1,21.0,7,41,0
82.61,4.46,5.2,1.51,0.52,232.28,203.27,2.094683747012899,0,6.0,6,34,1
91.22,41.55,7.09,3.19,0.71,247.56,333.7,12.64361103482704,4,-6.0,10,25,11
73.88,32.68,5.77,2.05,0.58,157.13,207.69,1.127120224288428,5,7.0,5,30,1
72.96,42.9,5.01,1.04,0.5,54.67,0.43,7.266498469001414,1,0.0,10,38,8
64.18,11.34,3.56,1.37,0.35,332.34,205.23,7.895220072930212,1,0.0,2,46,5
56.79,20.43,2.79,2.35,0.29,13.49,296.64,5.713580313603723,7,3.0,10,49,2
30.39,4.89,6.04,2.0,0.61,167.55,178.56,6.998892769574344,0,7.0,10,27,2
98.74,25.95,2.32,2.2,0.24,33.82,220.64,7.205442387529026,5,4.0,10,8,8
77.81,29.24,6.0,1.1,0.6,97.26,202.93,5.716161299333672,4,13.0,10,20,2
70.35,24.03,2.99,2.0,0.31,31.23,290.13,5.792935352651535,6,5.0,10,35,8
54.18,44.64,4.12,1.1,0.41,227.41,274.95,7.577862495453451,0,7.0,10,48,18
91.82,17.04,2.0,3.35,0.21,73.54,201.88,0.9552486587271337,1,3.0,10,14,4
44.7,15.79,3.68,1.09,0.37,4.88,352.82,5.165510623355644,10,4.0,8,40,5
27.81,38.74,1.72,2.96,0.16,144.59,96.33,4.512482686947396,11,-2.0,15,20,26
